sonic,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4,1.4740947376947597,2.407253090874819,1.6840771394088585,0.2847096785953401,0.3126567685424106,0.7661124049203237,0.7669596092511195,0.6626744131414598,0.5920698405048515,0.9232333919920822,0.916350383186511,1.7661780308084902,2.4026569603415577,1.4374357218469274,0.9310246699515025,0.9433544474763278,0.8483744890433138,0.8023447508131979,0.735665425065058,1.2742632153327225,1.3531079737605596,1.5478778880589823,1.345344383374555,1.5333012342124972
6,1.694709131928983,2.7737641156919457,1.8255277774699632,0.312900893062965,0.2060318327278615,0.7694419839779078,0.8555796339597499,0.5713116536262055,0.41700655854680785,0.8331880799286727,0.8451947547532,1.8159630190340508,2.6551204021802164,1.2883315611202635,0.8802303291237223,0.9871975800671188,0.8736255776578401,0.8010001350496441,0.7199277074974737,1.3731028788737563,1.4052737769163461,1.7332719206482183,1.508210619318843,1.730546600248134
8,1.7580807323988943,2.9472601987182454,1.8710862997354667,0.32502412662112207,0.08127221768740579,0.6553198434291996,0.7311403779518191,0.40461945962230556,0.34455570634028493,0.5622691280909413,0.6561824146175697,1.708072323840347,2.589367732984348,1.002304058641962,0.7304513717162033,0.9533838513696026,0.7594474393765466,0.8173687074637791,0.6671477696374783,1.294264995838694,1.305365230886948,1.776227324357419,1.5117916412667354,1.7619793869965206
10,1.798416892481928,3.094735436579428,1.8962506617894876,0.41422990766440315,0.24677594574330025,0.5194483714317089,0.5712798590585303,0.30932430547542594,0.5034262022425857,0.28064762664835446,0.47130746210449614,1.5591483406380926,2.4796223810005658,0.7525927134655297,0.6383098897181492,0.9378425004312697,0.6657572567025277,1.004403236140309,0.7225162869359835,1.2792015007150732,1.2454057817272346,1.8295340391293327,1.5130388495349343,1.7806006323602555
12,1.666508265317315,3.2006374448559263,1.9302999204646447,0.4526350801773611,0.3664529144666453,0.4989668841479455,0.48852156297440613,0.3288457234404907,0.6156575517151742,0.18066758166063052,0.42007030881132507,1.4870670591458046,2.4531571561784897,0.6503952233381365,0.6022991756309888,0.8109788800754211,0.6551164566222135,1.0461682027824966,0.7865795473738112,1.3023759865927564,1.267743020696021,1.8676365594058781,1.5617778517570224,1.8153262264409553
20,1.703873915337783,3.2618812620811033,1.7874395809946466,0.8046228027899394,1.054746882554256,0.5677153920731496,0.3929649437575558,0.6460169769174242,1.1209423688962037,0.8472586818916593,0.884204045470374,1.1751701810150879,2.0538443009983776,0.6544190512333212,0.7502979227514495,0.917664689759435,0.5925579079016339,1.2346200658218203,0.9788637854919355,1.2546034167736766,1.240306103276851,1.7491464174893965,1.5197373831350751,1.713266777257482
30,1.5501791142883674,3.4944039754181695,1.845285079252094,0.9204405840035228,1.2392676341724373,0.5863375645058788,0.3401071531428957,0.8275025825808557,1.2494861927984755,1.1687750671063704,0.6875198574550554,0.992958209018749,1.5716869247192922,0.976554052455485,0.8670838201348319,0.7889893645090312,0.5944967223403261,1.2776608234755114,0.9899205738793325,1.1172539479829968,1.2708955980148684,1.6365559203685878,1.4816904597593947,1.5747936186905338
40,1.3472943792366692,3.7747587359358126,2.12494414537524,0.8698927419756719,1.1532643741294464,0.42649687674252107,0.3492399071262816,0.7561404208215867,1.1131023222534981,1.0288842640029696,0.6325874398032181,0.8221456492707421,1.20777465076881,1.174136838725064,0.7065914471787448,0.6970756047474979,0.6871024382098386,1.3708500570187963,1.106786143528668,0.9927174457932378,1.2620471676152807,1.5470703640722385,1.4896718069616637,1.3236894051502273
60,1.2013689155425802,4.279626143878661,3.0302904646095703,1.144646321088314,0.8265264414377639,0.5006235782157823,0.35491315944555196,0.3925188952954216,0.6716033660539074,0.7610009986248256,0.7348168128569597,0.5924973986130337,1.129625632796168,1.3619744387887711,0.8040218135741974,0.7860669809769556,0.7425595692951679,1.4864162311852909,1.1895453060255634,0.9116696058123724,1.3145257334846085,1.460556289735681,1.473890851051955,1.0911923163617827
